"site1"	"site2"	"dyad_ID"	"behavior"	"behavioral_class"	"shared"	"nepra_binary"	"nepra_proportion"	"ibd_binary"	"same_subspecies"	"distance"	"same_habitat"	"mean_refugia_distance"	"mean_annual_precipitation"	"min_observation_time"
"2443"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Honey toolset"	"complex"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2444"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Ant dipping"	"simple"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2445"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Water dipping"	"simple"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2446"	"Bateke"	"Kayan"	"Bateke_Kayan"	"Termite fishing"	"simple"	1	0	5.99e-05	0	0	3356196	1	438.7053	90.5	12
"2447"	"Bateke"	"Kayan"	"Bateke_Kayan"	"Ant fishing"	"simple"	0	0	5.99e-05	0	0	3356196	1	438.7053	90.5	12
"2448"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Honey eating"	"non-tool"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2449"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Ant fishing"	"simple"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2450"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Honey toolset"	"complex"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2451"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Underground toolset"	"complex"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2452"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Nut cracking"	"complex"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2453"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Water dipping"	"simple"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2454"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Termite fishing"	"simple"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2455"	"Issa-Ugalla"	"Kayan"	"Issa-Ugalla_Kayan"	"Honey above-ground"	"simple"	0	1	0.001935838	0	0	5163619	1	452.1948	105	12
"2456"	"Issa-Ugalla"	"Kayan"	"Issa-Ugalla_Kayan"	"Honey eating"	"non-tool"	0	1	0.001935838	0	0	5163619	1	452.1948	105	12
"2457"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Termite fishing"	"simple"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2458"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Ant dipping"	"simple"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2459"	"Bakoun-Sobory"	"Kayan"	"Bakoun-Sobory_Kayan"	"Honey eating"	"non-tool"	0	1	0.007289108	1	1	201115	1	557.274	118	12
"2460"	"Bateke"	"Kayan"	"Bateke_Kayan"	"Marrow pick"	"simple"	0	0	5.99e-05	0	0	3356196	1	438.7053	90.5	12
"2461"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Marrow pick"	"simple"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2462"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Termite eating"	"non-tool"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2463"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Leaf sponge"	"simple"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2464"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Marrow pick"	"simple"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2465"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Underground toolset"	"complex"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2466"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Ant fishing"	"simple"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2467"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Termite fishing"	"simple"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2468"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Ant dipping"	"simple"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2469"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Leaf sponge"	"simple"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2470"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Honey underground "	"simple"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2471"	"Conkouati"	"Kayan"	"Conkouati_Kayan"	"Termite eating"	"non-tool"	0	1	0.001171571	0	0	3209968	0	341.4097	100	12
"2472"	"Conkouati"	"Kayan"	"Conkouati_Kayan"	"Ant dipping"	"simple"	0	1	0.001171571	0	0	3209968	0	341.4097	100	12
"2473"	"Conkouati"	"Kayan"	"Conkouati_Kayan"	"Leaf sponge"	"simple"	0	1	0.001171571	0	0	3209968	0	341.4097	100	12
"2474"	"Grebo"	"Kayan"	"Grebo_Kayan"	"Honey above-ground"	"simple"	0	1	0.00646495	1	1	997332.9	0	324.3904	81.5	12
"2475"	"Grebo"	"Kayan"	"Grebo_Kayan"	"Honey eating"	"non-tool"	0	1	0.00646495	1	1	997332.9	0	324.3904	81.5	12
"2476"	"Grebo"	"Kayan"	"Grebo_Kayan"	"Nut cracking"	"complex"	0	1	0.00646495	1	1	997332.9	0	324.3904	81.5	12
"2477"	"Dindefelo"	"Kayan"	"Dindefelo_Kayan"	"Ant fishing"	"simple"	0	1	0.004021099	1	1	93475.19	1	606.5556	120	12
"2478"	"Dindefelo"	"Kayan"	"Dindefelo_Kayan"	"Ant dipping"	"simple"	0	1	0.004021099	1	1	93475.19	1	606.5556	120	12
"2479"	"Dindefelo"	"Kayan"	"Dindefelo_Kayan"	"Water dipping"	"simple"	0	1	0.004021099	1	1	93475.19	1	606.5556	120	12
"2480"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Honey above-ground"	"simple"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2481"	"Dindefelo"	"Kayan"	"Dindefelo_Kayan"	"Algae fishing"	"simple"	0	1	0.004021099	1	1	93475.19	1	606.5556	120	12
"2482"	"Dindefelo"	"Kayan"	"Dindefelo_Kayan"	"Termite fishing"	"simple"	1	1	0.004021099	1	1	93475.19	1	606.5556	120	12
"2483"	"Dindefelo"	"Kayan"	"Dindefelo_Kayan"	"Underground toolset"	"complex"	0	1	0.004021099	1	1	93475.19	1	606.5556	120	12
"2484"	"Dindefelo"	"Kayan"	"Dindefelo_Kayan"	"Ant eating"	"non-tool"	0	1	0.004021099	1	1	93475.19	1	606.5556	120	12
"2485"	"Issa-Ugalla"	"Kayan"	"Issa-Ugalla_Kayan"	"Ant eating"	"non-tool"	0	1	0.001935838	0	0	5163619	1	452.1948	105	12
"2486"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Ant dipping"	"simple"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2487"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Honey eating"	"non-tool"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2488"	"Issa-Ugalla"	"Kayan"	"Issa-Ugalla_Kayan"	"Termite fishing"	"simple"	1	1	0.001935838	0	0	5163619	1	452.1948	105	12
"2489"	"Issa-Ugalla"	"Kayan"	"Issa-Ugalla_Kayan"	"Nut cracking"	"complex"	0	1	0.001935838	0	0	5163619	1	452.1948	105	12
"2490"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Nut cracking"	"complex"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2491"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Marrow pick"	"simple"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2492"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Ant dipping"	"simple"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2493"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Leaf sponge"	"simple"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2494"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Ant eating"	"non-tool"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2495"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Honey eating"	"non-tool"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2496"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Honey underground "	"simple"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2497"	"Issa-Ugalla"	"Kayan"	"Issa-Ugalla_Kayan"	"Leaf sponge"	"simple"	0	1	0.001935838	0	0	5163619	1	452.1948	105	12
"2498"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Termite eating"	"non-tool"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2499"	"Issa-Ugalla"	"Kayan"	"Issa-Ugalla_Kayan"	"Ant dipping"	"simple"	0	1	0.001935838	0	0	5163619	1	452.1948	105	12
"2500"	"Issa-Ugalla"	"Kayan"	"Issa-Ugalla_Kayan"	"Water dipping"	"simple"	0	1	0.001935838	0	0	5163619	1	452.1948	105	12
"2501"	"Issa-Ugalla"	"Kayan"	"Issa-Ugalla_Kayan"	"Termite eating"	"non-tool"	0	1	0.001935838	0	0	5163619	1	452.1948	105	12
"2502"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Water dipping"	"simple"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2503"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Termite eating"	"non-tool"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2504"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Honey above-ground"	"simple"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2505"	"Bakoun-Sobory"	"Kayan"	"Bakoun-Sobory_Kayan"	"Honey toolset"	"complex"	0	1	0.007289108	1	1	201115	1	557.274	118	12
"2506"	"Bakoun-Sobory"	"Kayan"	"Bakoun-Sobory_Kayan"	"Leaf sponge"	"simple"	0	1	0.007289108	1	1	201115	1	557.274	118	12
"2507"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Algae fishing"	"simple"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2508"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Honey toolset"	"complex"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2509"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Termite fishing"	"simple"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2510"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Marrow pick"	"simple"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2511"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Algae fishing"	"simple"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2512"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Ant dipping"	"simple"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2513"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Underground toolset"	"complex"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2514"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Honey above-ground"	"simple"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2515"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Nut cracking"	"complex"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2516"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Leaf sponge"	"simple"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2517"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Ant fishing"	"simple"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2518"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Honey underground "	"simple"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2519"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Leaf sponge"	"simple"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2520"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Leaf sponge"	"simple"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2521"	"Gashaka"	"Kayan"	"Gashaka_Kayan"	"Nut cracking"	"complex"	0	1	0.002282392	0	0	2686971	0	470.7489	103.5	12
"2522"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Algae fishing"	"simple"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2523"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Termite eating"	"non-tool"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2524"	"Bakoun-Sobory"	"Kayan"	"Bakoun-Sobory_Kayan"	"Water dipping"	"simple"	0	1	0.007289108	1	1	201115	1	557.274	118	12
"2525"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Underground toolset"	"complex"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2526"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Ant fishing"	"simple"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2527"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Ant eating"	"non-tool"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2528"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Nut cracking"	"complex"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2529"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Termite fishing"	"simple"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2530"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Water dipping"	"simple"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2531"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Marrow pick"	"simple"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2532"	"Bwindi"	"Kayan"	"Bwindi_Kayan"	"Ant fishing"	"simple"	0	0	0.00036238	0	0	4896451	0	344.6211	79.5	12
"2533"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Algae fishing"	"simple"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2534"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Algae fishing"	"simple"	NA	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2535"	"Gashaka"	"Kayan"	"Gashaka_Kayan"	"Termite fishing"	"simple"	0	1	0.002282392	0	0	2686971	0	470.7489	103.5	12
"2536"	"Gashaka"	"Kayan"	"Gashaka_Kayan"	"Honey underground "	"simple"	0	1	0.002282392	0	0	2686971	0	470.7489	103.5	12
"2537"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Honey above-ground"	"simple"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2538"	"Goualougo"	"Kayan"	"Goualougo_Kayan"	"Water dipping"	"simple"	0	0	0.000376197	0	0	3402256	0	397.7534	80.5	12
"2539"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Honey above-ground"	"simple"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2540"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Honey underground "	"simple"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2541"	"Bakoun-Sobory"	"Kayan"	"Bakoun-Sobory_Kayan"	"Honey above-ground"	"simple"	0	1	0.007289108	1	1	201115	1	557.274	118	12
"2542"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Nut cracking"	"complex"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2543"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Honey toolset"	"complex"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2544"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Termite eating"	"non-tool"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2545"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Honey toolset"	"complex"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2546"	"Bakoun-Sobory"	"Kayan"	"Bakoun-Sobory_Kayan"	"Marrow pick"	"simple"	0	1	0.007289108	1	1	201115	1	557.274	118	12
"2547"	"Goualougo"	"Kayan"	"Goualougo_Kayan"	"Honey underground "	"simple"	0	0	0.000376197	0	0	3402256	0	397.7534	80.5	12
"2548"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	"Water dipping"	"simple"	0	0	8.04e-05	0	0	5025606	0	510.2469	110.5	3
"2549"	"Goualougo"	"Kayan"	"Goualougo_Kayan"	"Ant eating"	"non-tool"	0	0	0.000376197	0	0	3402256	0	397.7534	80.5	12
"2550"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Ant fishing"	"simple"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2551"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Honey eating"	"non-tool"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2552"	"Dindefelo"	"Kayan"	"Dindefelo_Kayan"	"Nut cracking"	"complex"	0	1	0.004021099	1	1	93475.19	1	606.5556	120	12
"2553"	"Dindefelo"	"Kayan"	"Dindefelo_Kayan"	"Honey underground "	"simple"	0	1	0.004021099	1	1	93475.19	1	606.5556	120	12
"2554"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Ant eating"	"non-tool"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2555"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Nut cracking"	"complex"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2556"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Honey eating"	"non-tool"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2557"	"Bakoun-Sobory"	"Kayan"	"Bakoun-Sobory_Kayan"	"Ant fishing"	"simple"	0	1	0.007289108	1	1	201115	1	557.274	118	12
"2558"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Ant eating"	"non-tool"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2559"	"East Nimba"	"Kayan"	"East Nimba_Kayan"	"Algae fishing"	"simple"	0	1	0.003258388	1	1	752947.6	0	324.3904	95	12
"2560"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Honey eating"	"non-tool"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2561"	"Comoe"	"Kayan"	"Comoe_Kayan"	"Marrow pick"	"simple"	0	1	0.006349488	1	1	1048865	1	473.8748	96.75	12
"2562"	"Conkouati"	"Kayan"	"Conkouati_Kayan"	"Underground toolset"	"complex"	0	1	0.001171571	0	0	3209968	0	341.4097	100	12
"2563"	"Bakoun-Sobory"	"Kayan"	"Bakoun-Sobory_Kayan"	"Termite eating"	"non-tool"	0	1	0.007289108	1	1	201115	1	557.274	118	12
"2564"	"Gishwati"	"Kayan"	"Gishwati_Kayan"	"Honey toolset"	"complex"	0	0	0.000544537	0	0	4885176	0	346.5439	83.5	12
"2565"	"Budongo"	"Kayan"	"Budongo_Kayan"	"Water dipping"	"simple"	0	0	0.000512529	0	0	4984564	0	358.2741	82.83333	10
"2566"	"Bafing"	"Korup"	"Bafing_Korup"	"Nut cracking"	"complex"	0	0	6.56e-05	0	0	2291604	0	268.1003	87.5	16
"2567"	"Boe"	"Korup"	"Boe_Korup"	"Termite eating"	"non-tool"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
"2568"	"Boe"	"Korup"	"Boe_Korup"	"Nut cracking"	"complex"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
"2569"	"Djouroutou"	"Korup"	"Djouroutou_Korup"	"Termite fishing"	"simple"	0	0	0.000100856	0	0	1782071	1	5.850924	52	16
"2570"	"Bafing"	"Korup"	"Bafing_Korup"	"Algae fishing"	"simple"	0	0	6.56e-05	0	0	2291604	0	268.1003	87.5	16
"2571"	"Gashaka"	"Korup"	"Gashaka_Korup"	"Marrow pick"	"simple"	0	1	0.008510055	1	1	386294	1	146.3585	70.5	16
"2572"	"Grebo"	"Korup"	"Grebo_Korup"	"Leaf sponge"	"simple"	0	1	0.000664789	0	0	1816837	1	0	48.5	13
"2573"	"Djouroutou"	"Korup"	"Djouroutou_Korup"	"Honey eating"	"non-tool"	0	0	0.000100856	0	0	1782071	1	5.850924	52	16
"2574"	"Boe"	"Korup"	"Boe_Korup"	"Water dipping"	"simple"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
"2575"	"Boe"	"Korup"	"Boe_Korup"	"Honey above-ground"	"simple"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
"2576"	"Bili-Uele"	"Korup"	"Bili-Uele_Korup"	"Honey eating"	"non-tool"	0	0	0.000179422	0	0	1771900	1	103.3292	50.52632	1
"2577"	"Bili-Uele"	"Korup"	"Bili-Uele_Korup"	"Termite fishing"	"simple"	0	0	0.000179422	0	0	1771900	1	103.3292	50.52632	1
"2578"	"Bili-Uele"	"Korup"	"Bili-Uele_Korup"	"Honey toolset"	"complex"	0	0	0.000179422	0	0	1771900	1	103.3292	50.52632	1
"2579"	"Gashaka"	"Korup"	"Gashaka_Korup"	"Termite eating"	"non-tool"	0	1	0.008510055	1	1	386294	1	146.3585	70.5	16
"2580"	"Issa-Ugalla"	"Korup"	"Issa-Ugalla_Korup"	"Termite fishing"	"simple"	1	1	0.000932425	0	0	2682304	0	127.8044	72	16
"2581"	"Bili-Uele"	"Korup"	"Bili-Uele_Korup"	"Leaf sponge"	"simple"	0	0	0.000179422	0	0	1771900	1	103.3292	50.52632	1
"2582"	"Boe"	"Korup"	"Boe_Korup"	"Honey eating"	"non-tool"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
"2583"	"Bafing"	"Korup"	"Bafing_Korup"	"Marrow pick"	"simple"	0	0	6.56e-05	0	0	2291604	0	268.1003	87.5	16
"2584"	"Bili-Uele"	"Korup"	"Bili-Uele_Korup"	"Nut cracking"	"complex"	0	0	0.000179422	0	0	1771900	1	103.3292	50.52632	1
"2585"	"Boe"	"Korup"	"Boe_Korup"	"Leaf sponge"	"simple"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
"2586"	"Boe"	"Korup"	"Boe_Korup"	"Termite fishing"	"simple"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
"2587"	"Boe"	"Korup"	"Boe_Korup"	"Honey toolset"	"complex"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
"2588"	"Comoe"	"Korup"	"Comoe_Korup"	"Termite fishing"	"simple"	1	1	0.00069107	0	0	1448967	0	149.4844	63.75	16
"2589"	"Issa-Ugalla"	"Korup"	"Issa-Ugalla_Korup"	"Honey toolset"	"complex"	0	1	0.000932425	0	0	2682304	0	127.8044	72	16
"2590"	"Bwindi"	"Korup"	"Bwindi_Korup"	"Underground toolset"	"complex"	0	0	0.000431299	0	0	2421892	1	20.23075	46.5	16
"2591"	"Bili-Uele"	"Korup"	"Bili-Uele_Korup"	"Algae fishing"	"simple"	0	0	0.000179422	0	0	1771900	1	103.3292	50.52632	1
"2592"	"Gashaka"	"Korup"	"Gashaka_Korup"	"Nut cracking"	"complex"	0	1	0.008510055	1	1	386294	1	146.3585	70.5	16
"2593"	"Boe"	"Korup"	"Boe_Korup"	"Honey underground "	"simple"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
"2594"	"Bafing"	"Korup"	"Bafing_Korup"	"Honey eating"	"non-tool"	0	0	6.56e-05	0	0	2291604	0	268.1003	87.5	16
"2595"	"Bateke"	"Korup"	"Bateke_Korup"	"Water dipping"	"simple"	0	0	9.59e-05	0	0	981598	0	114.3149	57.5	16
"2596"	"Goualougo"	"Korup"	"Goualougo_Korup"	"Termite fishing"	"simple"	1	1	0.000893302	0	0	919303.7	1	73.36299	47.5	16
"2597"	"Djouroutou"	"Korup"	"Djouroutou_Korup"	"Nut cracking"	"complex"	0	0	0.000100856	0	0	1782071	1	5.850924	52	16
"2598"	"Goualougo"	"Korup"	"Goualougo_Korup"	"Honey eating"	"non-tool"	0	1	0.000893302	0	0	919303.7	1	73.36299	47.5	16
"2599"	"Grebo"	"Korup"	"Grebo_Korup"	"Honey eating"	"non-tool"	0	1	0.000664789	0	0	1816837	1	0	48.5	13
"2600"	"Bili-Uele"	"Korup"	"Bili-Uele_Korup"	"Honey underground "	"simple"	0	0	0.000179422	0	0	1771900	1	103.3292	50.52632	1
"2601"	"Bili-Uele"	"Korup"	"Bili-Uele_Korup"	"Ant fishing"	"simple"	1	0	0.000179422	0	0	1771900	1	103.3292	50.52632	1
"2602"	"Bili-Uele"	"Korup"	"Bili-Uele_Korup"	"Honey above-ground"	"simple"	0	0	0.000179422	0	0	1771900	1	103.3292	50.52632	1
"2603"	"Grebo"	"Korup"	"Grebo_Korup"	"Marrow pick"	"simple"	0	1	0.000664789	0	0	1816837	1	0	48.5	13
"2604"	"Grebo"	"Korup"	"Grebo_Korup"	"Algae fishing"	"simple"	0	1	0.000664789	0	0	1816837	1	0	48.5	13
"2605"	"Grebo"	"Korup"	"Grebo_Korup"	"Termite eating"	"non-tool"	0	1	0.000664789	0	0	1816837	1	0	48.5	13
"2606"	"Grebo"	"Korup"	"Grebo_Korup"	"Honey toolset"	"complex"	0	1	0.000664789	0	0	1816837	1	0	48.5	13
"2607"	"Grebo"	"Korup"	"Grebo_Korup"	"Honey above-ground"	"simple"	0	1	0.000664789	0	0	1816837	1	0	48.5	13
"2608"	"Grebo"	"Korup"	"Grebo_Korup"	"Ant dipping"	"simple"	0	1	0.000664789	0	0	1816837	1	0	48.5	13
"2609"	"Djouroutou"	"Korup"	"Djouroutou_Korup"	"Water dipping"	"simple"	0	0	0.000100856	0	0	1782071	1	5.850924	52	16
"2610"	"Djouroutou"	"Korup"	"Djouroutou_Korup"	"Termite eating"	"non-tool"	0	0	0.000100856	0	0	1782071	1	5.850924	52	16
"2611"	"Djouroutou"	"Korup"	"Djouroutou_Korup"	"Honey above-ground"	"simple"	0	0	0.000100856	0	0	1782071	1	5.850924	52	16
"2612"	"Djouroutou"	"Korup"	"Djouroutou_Korup"	"Algae fishing"	"simple"	0	0	0.000100856	0	0	1782071	1	5.850924	52	16
"2613"	"Djouroutou"	"Korup"	"Djouroutou_Korup"	"Ant fishing"	"simple"	0	0	0.000100856	0	0	1782071	1	5.850924	52	16
"2614"	"Djouroutou"	"Korup"	"Djouroutou_Korup"	"Ant dipping"	"simple"	0	0	0.000100856	0	0	1782071	1	5.850924	52	16
"2615"	"Dindefelo"	"Korup"	"Dindefelo_Korup"	"Marrow pick"	"simple"	0	0	0.000121725	0	0	2471068	0	282.1652	87	12
"2616"	"Comoe"	"Korup"	"Comoe_Korup"	"Termite eating"	"non-tool"	0	1	0.00069107	0	0	1448967	0	149.4844	63.75	16
"2617"	"Comoe"	"Korup"	"Comoe_Korup"	"Honey underground "	"simple"	0	1	0.00069107	0	0	1448967	0	149.4844	63.75	16
"2618"	"Bafing"	"Korup"	"Bafing_Korup"	"Honey above-ground"	"simple"	0	0	6.56e-05	0	0	2291604	0	268.1003	87.5	16
"2619"	"Bafing"	"Korup"	"Bafing_Korup"	"Ant eating"	"non-tool"	0	0	6.56e-05	0	0	2291604	0	268.1003	87.5	16
"2620"	"Boe"	"Korup"	"Boe_Korup"	"Algae fishing"	"simple"	0	0	0.000573694	0	0	2631488	0	303.0034	87.5	15
