"site1"	"site2"	"dyad_ID"	"nepra_proportion"
"415"	"Issa-Ugalla"	"Mt. Cristal"	"Issa-Ugalla_Mt. Cristal"	0.00263375763763482
"416"	"Issa-Ugalla"	"Ngogo"	"Issa-Ugalla_Ngogo"	0.010152559686721
"417"	"Issa-Ugalla"	"Nyungwe"	"Issa-Ugalla_Nyungwe"	0.00861376735175661
"418"	"Issa-Ugalla"	"Outamba-Kilimi"	"Issa-Ugalla_Outamba-Kilimi"	0.0001158026679648
"419"	"Issa-Ugalla"	"Rubi-Tele"	"Issa-Ugalla_Rubi-Tele"	0.00219247844134131
"420"	"Issa-Ugalla"	"Sangaredi"	"Issa-Ugalla_Sangaredi"	0.000286807891434778
"421"	"Issa-Ugalla"	"Sapo"	"Issa-Ugalla_Sapo"	0.00137755886527642
"422"	"Issa-Ugalla"	"Sobeya"	"Issa-Ugalla_Sobeya"	0.0014263034654357
"423"	"Issa-Ugalla"	"Bakoun-Sobory"	"Bakoun-Sobory_Issa-Ugalla"	0.00186592893171912
"424"	"Issa-Ugalla"	"Tai"	"Issa-Ugalla_Tai"	0.00075863470900491
"425"	"Kabogo"	"Kayan"	"Kabogo_Kayan"	8.03604676300114e-05
"426"	"Kabogo"	"Korup"	"Kabogo_Korup"	8.40503166084561e-05
"427"	"Kabogo"	"La Belgique"	"Kabogo_La Belgique"	8.44287753734054e-05
"428"	"Kabogo"	"Loango"	"Kabogo_Loango"	0.000505495277699384
"429"	"Kabogo"	"Lope"	"Kabogo_Lope"	0.00028006580407917
"430"	"Kabogo"	"Mbe"	"Kabogo_Mbe"	9.74874314895739e-05
"431"	"Kabogo"	"Mt. Cameroon"	"Kabogo_Mt. Cameroon"	3.68427710184938e-05
"432"	"Kabogo"	"Mt. Sangbe"	"Kabogo_Mt. Sangbe"	2.96093164575414e-05
"433"	"Kabogo"	"Mt. Cristal"	"Kabogo_Mt. Cristal"	0.000600229219611414
"434"	"Kabogo"	"Ngogo"	"Kabogo_Ngogo"	0.00155923979704989
"435"	"Kabogo"	"Nyungwe"	"Kabogo_Nyungwe"	0.00169632594823828
"436"	"Kabogo"	"Outamba-Kilimi"	"Kabogo_Outamba-Kilimi"	1.37519897410157e-05
"437"	"Kabogo"	"Rubi-Tele"	"Kabogo_Rubi-Tele"	0.000542993046259578
"438"	"Kabogo"	"Sangaredi"	"Kabogo_Sangaredi"	2.6103408083658e-05
"439"	"Kabogo"	"Sapo"	"Kabogo_Sapo"	5.20816232256867e-05
"440"	"Kabogo"	"Sobeya"	"Kabogo_Sobeya"	4.98619729929423e-05
"441"	"Kabogo"	"Bakoun-Sobory"	"Bakoun-Sobory_Kabogo"	8.48935830638434e-05
"442"	"Kabogo"	"Tai"	"Kabogo_Tai"	4.07758280891088e-05
"443"	"Kayan"	"Korup"	"Kayan_Korup"	0.000578404341509309
"444"	"Kayan"	"La Belgique"	"Kayan_La Belgique"	4.4980482117827e-05
"445"	"Kayan"	"Loango"	"Kayan_Loango"	0.0010687753807906
"446"	"Kayan"	"Lope"	"Kayan_Lope"	0.000246102667243735
"447"	"Kayan"	"Mbe"	"Kayan_Mbe"	0.000410859294877184
"448"	"Kayan"	"Mt. Cameroon"	"Kayan_Mt. Cameroon"	6.39878632474655e-05
"449"	"Kayan"	"Mt. Sangbe"	"Kayan_Mt. Sangbe"	0.00120108394643081
"450"	"Kayan"	"Mt. Cristal"	"Kayan_Mt. Cristal"	0.000583364460094094
"451"	"Kayan"	"Ngogo"	"Kayan_Ngogo"	0.00267909119551315
"452"	"Kayan"	"Nyungwe"	"Kayan_Nyungwe"	0.000573417937812982
"453"	"Kayan"	"Outamba-Kilimi"	"Kayan_Outamba-Kilimi"	0.00137143616924316
"454"	"Kayan"	"Rubi-Tele"	"Kayan_Rubi-Tele"	0.00017107633746946
"455"	"Kayan"	"Sangaredi"	"Kayan_Sangaredi"	0.00297897325565093
"456"	"Kayan"	"Sapo"	"Kayan_Sapo"	0.00417006067919288
"457"	"Kayan"	"Sobeya"	"Kayan_Sobeya"	0.00532088617930434
"458"	"Kayan"	"Bakoun-Sobory"	"Bakoun-Sobory_Kayan"	0.00728910780234288
"459"	"Kayan"	"Tai"	"Kayan_Tai"	0.00356929214451914
"460"	"Korup"	"La Belgique"	"Korup_La Belgique"	0.000171683226183518
"461"	"Korup"	"Loango"	"Korup_Loango"	0.000837147356960901
"462"	"Korup"	"Lope"	"Korup_Lope"	0.000405001987707124
"463"	"Korup"	"Mbe"	"Korup_Mbe"	0.00539249428237003
"464"	"Korup"	"Mt. Cameroon"	"Korup_Mt. Cameroon"	0.00309826594983582
"465"	"Korup"	"Mt. Sangbe"	"Korup_Mt. Sangbe"	8.42232748354714e-05
"466"	"Korup"	"Mt. Cristal"	"Korup_Mt. Cristal"	0.00101602188354826
"467"	"Korup"	"Ngogo"	"Korup_Ngogo"	0.00127946454145676
"468"	"Korup"	"Nyungwe"	"Korup_Nyungwe"	0.000594234134581893
"469"	"Korup"	"Outamba-Kilimi"	"Korup_Outamba-Kilimi"	3.8750636425383e-05
"470"	"Korup"	"Rubi-Tele"	"Korup_Rubi-Tele"	0.000228667373782051
"471"	"Korup"	"Sangaredi"	"Korup_Sangaredi"	9.4358326274129e-05
"472"	"Korup"	"Sapo"	"Korup_Sapo"	0.00045116792406886
"473"	"Korup"	"Sobeya"	"Korup_Sobeya"	0.000426310085715763
"474"	"Korup"	"Bakoun-Sobory"	"Bakoun-Sobory_Korup"	0.000555255860214601
"475"	"Korup"	"Tai"	"Korup_Tai"	0.000249063373964435
"476"	"La Belgique"	"Loango"	"La Belgique_Loango"	0.00124560571226995
"477"	"La Belgique"	"Lope"	"La Belgique_Lope"	0.000875635384450277
"478"	"La Belgique"	"Mbe"	"La Belgique_Mbe"	0.00018004493824337
"479"	"La Belgique"	"Mt. Cameroon"	"La Belgique_Mt. Cameroon"	0.000100739791701108
"480"	"La Belgique"	"Mt. Sangbe"	"La Belgique_Mt. Sangbe"	1.83041788440301e-05
"481"	"La Belgique"	"Mt. Cristal"	"La Belgique_Mt. Cristal"	0.00250363872699881
"482"	"La Belgique"	"Ngogo"	"La Belgique_Ngogo"	0.000381661296262758
"483"	"La Belgique"	"Nyungwe"	"La Belgique_Nyungwe"	0.000302737402658983
"484"	"La Belgique"	"Outamba-Kilimi"	"La Belgique_Outamba-Kilimi"	1.83836145617837e-05
"485"	"La Belgique"	"Rubi-Tele"	"La Belgique_Rubi-Tele"	0.000146857434474048
"486"	"La Belgique"	"Sangaredi"	"La Belgique_Sangaredi"	1.33925038503449e-05
"487"	"La Belgique"	"Sapo"	"La Belgique_Sapo"	3.64761597898973e-05
"488"	"La Belgique"	"Sobeya"	"La Belgique_Sobeya"	2.55331566276779e-05
"489"	"La Belgique"	"Bakoun-Sobory"	"Bakoun-Sobory_La Belgique"	4.61967324321729e-05
"490"	"La Belgique"	"Tai"	"La Belgique_Tai"	1.70264725162329e-05
"491"	"Loango"	"Lope"	"Loango_Lope"	0.0105444361273201
"492"	"Loango"	"Mbe"	"Loango_Mbe"	0.000713961049575473
"493"	"Loango"	"Mt. Cameroon"	"Loango_Mt. Cameroon"	0.00019790223629527
"494"	"Loango"	"Mt. Sangbe"	"Loango_Mt. Sangbe"	0.000174460846837206
"495"	"Loango"	"Mt. Cristal"	"Loango_Mt. Cristal"	0.007982840210517
"496"	"Loango"	"Ngogo"	"Loango_Ngogo"	0.00385540196893018
"497"	"Loango"	"Nyungwe"	"Loango_Nyungwe"	0.00234376891091047
"498"	"Loango"	"Outamba-Kilimi"	"Loango_Outamba-Kilimi"	9.34708967082129e-05
"499"	"Loango"	"Rubi-Tele"	"Loango_Rubi-Tele"	0.000945584452578351
"500"	"Loango"	"Sangaredi"	"Loango_Sangaredi"	0.000198773104730166
"501"	"Loango"	"Sapo"	"Loango_Sapo"	0.000749171498279953
"502"	"Loango"	"Sobeya"	"Loango_Sobeya"	0.000792942183577684
"503"	"Loango"	"Bakoun-Sobory"	"Bakoun-Sobory_Loango"	0.00104472471766183
"504"	"Loango"	"Tai"	"Loango_Tai"	0.000456665207582747
"505"	"Lope"	"Mbe"	"Lope_Mbe"	0.000350870104697513
"506"	"Lope"	"Mt. Cameroon"	"Lope_Mt. Cameroon"	0.000119126870116674
"507"	"Lope"	"Mt. Sangbe"	"Lope_Mt. Sangbe"	5.88900405163479e-05
"508"	"Lope"	"Mt. Cristal"	"Lope_Mt. Cristal"	0.00518360870922727
"509"	"Lope"	"Ngogo"	"Lope_Ngogo"	0.00176859409493151
"510"	"Lope"	"Nyungwe"	"Lope_Nyungwe"	0.00140139587522481
"511"	"Lope"	"Outamba-Kilimi"	"Lope_Outamba-Kilimi"	5.29342880230232e-05
"512"	"Lope"	"Rubi-Tele"	"Lope_Rubi-Tele"	0.000567675052889649
"513"	"Lope"	"Sangaredi"	"Lope_Sangaredi"	7.5652234138337e-05
"514"	"Lope"	"Sapo"	"Lope_Sapo"	0.000159189196359874
"515"	"Lope"	"Sobeya"	"Lope_Sobeya"	0.000154037863569195
"516"	"Lope"	"Bakoun-Sobory"	"Bakoun-Sobory_Lope"	0.000200490512237347
"517"	"Lope"	"Tai"	"Lope_Tai"	0.000120005437414509
"518"	"Mbe"	"Mt. Cameroon"	"Mbe_Mt. Cameroon"	0.00250524156605537
"519"	"Mbe"	"Mt. Sangbe"	"Mbe_Mt. Sangbe"	7.9770091958962e-05
"520"	"Mbe"	"Mt. Cristal"	"Mbe_Mt. Cristal"	0.000985746692588154
"521"	"Mbe"	"Ngogo"	"Mbe_Ngogo"	0.00112159897165757
"522"	"Mbe"	"Nyungwe"	"Mbe_Nyungwe"	0.000622041749421375
"523"	"Mbe"	"Outamba-Kilimi"	"Mbe_Outamba-Kilimi"	5.26380244197463e-05
"524"	"Mbe"	"Rubi-Tele"	"Mbe_Rubi-Tele"	0.000221766072147895
"525"	"Mbe"	"Sangaredi"	"Mbe_Sangaredi"	0.000116328872297337
"526"	"Mbe"	"Sapo"	"Mbe_Sapo"	0.000274450258256641
"527"	"Mbe"	"Sobeya"	"Mbe_Sobeya"	0.000308435662741919
"528"	"Mbe"	"Bakoun-Sobory"	"Bakoun-Sobory_Mbe"	0.000416129428862359
"529"	"Mbe"	"Tai"	"Mbe_Tai"	0.00022104472050474
"530"	"Mt. Cameroon"	"Mt. Sangbe"	"Mt. Cameroon_Mt. Sangbe"	1.51847871793674e-05
"531"	"Mt. Cameroon"	"Mt. Cristal"	"Mt. Cameroon_Mt. Cristal"	0.000346818118337135
"532"	"Mt. Cameroon"	"Ngogo"	"Mt. Cameroon_Ngogo"	0.000186119227977442
"533"	"Mt. Cameroon"	"Nyungwe"	"Mt. Cameroon_Nyungwe"	0.000139631326753595
"534"	"Mt. Cameroon"	"Outamba-Kilimi"	"Mt. Cameroon_Outamba-Kilimi"	1.17375300480769e-05
"535"	"Mt. Cameroon"	"Rubi-Tele"	"Mt. Cameroon_Rubi-Tele"	7.49967774822176e-05
"536"	"Mt. Cameroon"	"Sangaredi"	"Mt. Cameroon_Sangaredi"	2.09721280418324e-05
"537"	"Mt. Cameroon"	"Sapo"	"Mt. Cameroon_Sapo"	3.3744590683933e-05
"538"	"Mt. Cameroon"	"Sobeya"	"Mt. Cameroon_Sobeya"	4.42156607215996e-05
"539"	"Mt. Cameroon"	"Bakoun-Sobory"	"Bakoun-Sobory_Mt. Cameroon"	3.2575639471437e-05
"540"	"Mt. Cameroon"	"Tai"	"Mt. Cameroon_Tai"	2.79325382646678e-05
"541"	"Mt. Sangbe"	"Mt. Cristal"	"Mt. Cristal_Mt. Sangbe"	0.000142376432662854
"542"	"Mt. Sangbe"	"Ngogo"	"Mt. Sangbe_Ngogo"	0.000299136323423647
"543"	"Mt. Sangbe"	"Nyungwe"	"Mt. Sangbe_Nyungwe"	0.000113637932554294
"544"	"Mt. Sangbe"	"Outamba-Kilimi"	"Mt. Sangbe_Outamba-Kilimi"	0.000245135623713578
"545"	"Mt. Sangbe"	"Rubi-Tele"	"Mt. Sangbe_Rubi-Tele"	3.98654057705714e-05
"546"	"Mt. Sangbe"	"Sangaredi"	"Mt. Sangbe_Sangaredi"	0.00103237656494544
"547"	"Mt. Sangbe"	"Sapo"	"Mt. Sangbe_Sapo"	0.00132675545667984
"548"	"Mt. Sangbe"	"Sobeya"	"Mt. Sangbe_Sobeya"	0.0010879751125693
"549"	"Mt. Sangbe"	"Bakoun-Sobory"	"Bakoun-Sobory_Mt. Sangbe"	0.00136862911105948
"550"	"Mt. Sangbe"	"Tai"	"Mt. Sangbe_Tai"	0.00129870405688387
"551"	"Mt. Cristal"	"Ngogo"	"Mt. Cristal_Ngogo"	0.00393288409053497
"552"	"Mt. Cristal"	"Nyungwe"	"Mt. Cristal_Nyungwe"	0.00313606793412576
"553"	"Mt. Cristal"	"Outamba-Kilimi"	"Mt. Cristal_Outamba-Kilimi"	9.01586470192371e-05
"554"	"Mt. Cristal"	"Rubi-Tele"	"Mt. Cristal_Rubi-Tele"	0.00129586766954625
"555"	"Mt. Cristal"	"Sangaredi"	"Mt. Cristal_Sangaredi"	0.000189059077264959
"556"	"Mt. Cristal"	"Sapo"	"Mt. Cristal_Sapo"	0.000448375400466436
"557"	"Mt. Cristal"	"Sobeya"	"Mt. Cristal_Sobeya"	0.00040577290803567
"558"	"Mt. Cristal"	"Bakoun-Sobory"	"Bakoun-Sobory_Mt. Cristal"	0.000582296914770617
"559"	"Mt. Cristal"	"Tai"	"Mt. Cristal_Tai"	0.000268041843959703
"560"	"Ngogo"	"Nyungwe"	"Ngogo_Nyungwe"	0.0101485726736482
"561"	"Ngogo"	"Outamba-Kilimi"	"Ngogo_Outamba-Kilimi"	0.000140439651152195
"562"	"Ngogo"	"Rubi-Tele"	"Ngogo_Rubi-Tele"	0.00458170438975801
"563"	"Ngogo"	"Sangaredi"	"Ngogo_Sangaredi"	0.000383622683904394
"564"	"Ngogo"	"Sapo"	"Ngogo_Sapo"	0.00183266724133427
"565"	"Ngogo"	"Sobeya"	"Ngogo_Sobeya"	0.00185265386651268
"566"	"Ngogo"	"Bakoun-Sobory"	"Bakoun-Sobory_Ngogo"	0.00248025551744683
"567"	"Ngogo"	"Tai"	"Ngogo_Tai"	0.000975786466092991
"568"	"Nyungwe"	"Outamba-Kilimi"	"Nyungwe_Outamba-Kilimi"	6.75994677883171e-05
"569"	"Nyungwe"	"Rubi-Tele"	"Nyungwe_Rubi-Tele"	0.00304663447446625
"570"	"Nyungwe"	"Sangaredi"	"Nyungwe_Sangaredi"	0.000154142419149134
"571"	"Nyungwe"	"Sapo"	"Nyungwe_Sapo"	0.000423846617882341
"572"	"Nyungwe"	"Sobeya"	"Nyungwe_Sobeya"	0.000456854071357455
"573"	"Nyungwe"	"Bakoun-Sobory"	"Bakoun-Sobory_Nyungwe"	0.00055662127739866
"574"	"Nyungwe"	"Tai"	"Nyungwe_Tai"	0.000261516712913464
"575"	"Outamba-Kilimi"	"Rubi-Tele"	"Outamba-Kilimi_Rubi-Tele"	2.60664999858806e-05
"576"	"Outamba-Kilimi"	"Sangaredi"	"Outamba-Kilimi_Sangaredi"	0.000750799203163253
"577"	"Outamba-Kilimi"	"Sapo"	"Outamba-Kilimi_Sapo"	0.000918046148978727
"578"	"Outamba-Kilimi"	"Sobeya"	"Outamba-Kilimi_Sobeya"	0.0012130593894554
"579"	"Outamba-Kilimi"	"Bakoun-Sobory"	"Bakoun-Sobory_Outamba-Kilimi"	0.00147316776099944
"580"	"Outamba-Kilimi"	"Tai"	"Outamba-Kilimi_Tai"	0.00082824708799267
"581"	"Rubi-Tele"	"Sangaredi"	"Rubi-Tele_Sangaredi"	5.1506622356664e-05
"582"	"Rubi-Tele"	"Sapo"	"Rubi-Tele_Sapo"	0.000116586019090158
"583"	"Rubi-Tele"	"Sobeya"	"Rubi-Tele_Sobeya"	0.000135969063290922
"584"	"Rubi-Tele"	"Bakoun-Sobory"	"Bakoun-Sobory_Rubi-Tele"	0.000184959479975196
"585"	"Rubi-Tele"	"Tai"	"Rubi-Tele_Tai"	8.66738431182039e-05
"586"	"Sangaredi"	"Sapo"	"Sangaredi_Sapo"	0.00169483838919691
"587"	"Sangaredi"	"Sobeya"	"Sangaredi_Sobeya"	0.00228925937340364
"588"	"Sangaredi"	"Bakoun-Sobory"	"Bakoun-Sobory_Sangaredi"	0.00313820653130669
"589"	"Sangaredi"	"Tai"	"Sangaredi_Tai"	0.00168560020349638
"590"	"Sapo"	"Sobeya"	"Sapo_Sobeya"	0.00348432786005682
"591"	"Sapo"	"Bakoun-Sobory"	"Bakoun-Sobory_Sapo"	0.00448102232145191
"592"	"Sapo"	"Tai"	"Sapo_Tai"	0.00397461947028838
"593"	"Sobeya"	"Bakoun-Sobory"	"Bakoun-Sobory_Sobeya"	0.00565469802698048
"594"	"Sobeya"	"Tai"	"Sobeya_Tai"	0.00308604070424708
"595"	"Bakoun-Sobory"	"Tai"	"Bakoun-Sobory_Tai"	0.00397022436481648
